Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,popularity_sp
(YOUR Love Has Lifted Me) Higher And Higher,Rita Coolidge,241,4,0.656,0.646,10,-9.169,0,0.0336,0.0575,0.00464,0.16,0.75,117.586,44,1977,44
My Heart Belongs To Me,Barbra Streisand,201,4,0.274,0.209,0,-15.723,0,0.0328,0.743,6.84e-06,0.183,0.297,139.316,43,1977,42
Muskrat Love,Captain & Tennille,228,4,0.659,0.257,9,-16.552,1,0.0382,0.89,0.00014,0.252,0.222,102.977,41,1977,40
Right Time Of The Night,Jennifer Warnes,173,4,0.563,0.478,10,-10.149,1,0.024,0.551,0.0,0.159,0.749,93.684,41,1977,40
After The Lovin’,Engelbert Humperdinck,233,3,0.33,0.532,0,-8.48,1,0.0333,0.523,6.51e-06,0.173,0.358,117.936,40,1977,40
You Don’t Have To Be A Star (TO Be In My Show),Marilyn McCoo & Billy Davis Jr.,279,4,0.475,0.556,6,-8.388,0,0.0321,0.312,0.0,0.216,0.917,200.033,40,1977,40
Star Wars Theme/Cantina Band,Meco,212,4,0.677,0.915,0,-3.859,1,0.0912,0.00121,0.916,0.322,0.545,124.929,36,1977,35
Undercover Angel,Alan O’Day,211,4,0.673,0.662,5,-7.021,1,0.04,0.226,0.0,0.121,0.725,98.564,33,1977,22
It’s Ecstasy When You Lay Down Next To Me,Barry White,208,4,0.859,0.383,0,-10.954,1,0.0391,0.0302,0.0195,0.0395,0.749,102.572,33,1977,47
I Like Dreamin’,Kenny Nolan,212,4,0.379,0.61,6,-7.681,1,0.0307,0.0749,0.0,0.0927,0.371,135.11,32,1977,33
That’s Rock ‘N’ Roll,Shaun Cassidy,154,4,0.586,0.855,4,-8.904,1,0.0414,0.32,0.0605,0.113,0.963,128.512,32,1977,34
You Made Me Believe In Magic,Bay City Rollers,161,4,0.608,0.876,0,-5.82,0,0.0694,0.237,0.0,0.207,0.865,126.465,28,1977,28
Swayin’ To The Music (SLOW Dancing),Johnny Rivers,248,4,0.6,0.537,7,-9.639,1,0.0278,0.169,8.34e-05,0.111,0.4,175.924,28,1977,27
Hot Line,The Sylvers,181,4,0.845,0.911,2,-8.656,1,0.0528,0.31,0.0,0.0825,0.965,132.827,26,1977,23
Heaven On The 7th Floor,Paul Nicholas,170,4,0.76,0.87,5,-6.334,0,0.122,0.392,0.0,0.234,0.928,126.196,19,1977,19
Don’t Give Up On Us,David Soul,212,4,0.438,0.395,9,-11.627,1,0.0253,0.382,0.00681,0.109,0.223,105.996,11,1977,64
Don’t It Make My Brown Eyes Blue,Crystal Gayle,158,4,0.587,0.237,6,-16.541,1,0.0407,0.499,1.31e-06,0.614,0.368,85.383,7,1977,61
Couldn’t Get It Right,Climax Blues Band,371,4,0.655,0.937,9,-6.355,1,0.0415,0.213,0.00337,0.218,0.845,104.209,5,1977,55
Ain’t Gonna Bump No More (WITH No Big Fat Woman),Joe Tex,195,4,0.742,0.745,2,-8.68,1,0.0633,0.0176,0.00202,0.321,0.896,113.194,0,1977,32
I’ve Got Love On My Mind,Natalie Cole,234,3,0.494,0.44,1,-11.18,1,0.0425,0.0133,0.0,0.113,0.124,205.845,0,1977,36
Tonight’s The Night (GONNA Be Alright),Rod Stewart,213,3,0.567,0.606,11,-10.71,1,0.0421,0.104,0.0176,0.582,0.645,135.22,0,1977,53
Just The Way You Are,Billy Joel,220,4,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,84,1978,85
Flash Light,Parliament,237,4,0.639,0.628,6,-7.578,0,0.0398,0.0381,0.0,0.386,0.43,90.482,84,1978,56
How Deep Is Your Love,Bee Gees,212,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,1978,78
You Belong To Me,Carly Simon,231,4,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,81,1978,46
Dust In The Wind,Kansas,206,4,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,81,1978,78
Shame,Evelyn “Champagne” King,219,4,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,80,1978,82
Stayin’ Alive,Bee Gees,285,4,0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,77,1978,77
Beast Of Burden,The Rolling Stones,265,4,0.784,0.879,1,-3.862,0,0.0308,0.39,0.000848,0.0426,0.893,100.622,77,1978,77
Take A Chance On Me,ABBA,243,4,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,76,1978,77
Night Fever,Bee Gees,212,4,0.733,0.795,1,-7.224,0,0.0249,0.0263,0.000952,0.083,0.892,109.121,75,1978,63
Last Dance,Donna Summer,273,4,0.464,0.654,7,-9.058,0,0.0608,0.0276,1.34e-06,0.328,0.53,169.512,75,1978,54
Right Down The Line,Gerry Rafferty,267,4,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,74,1978,72
Count On Me,Jefferson Starship,197,4,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,74,1978,75
Disco Inferno,The Trammps,214,4,0.925,0.659,3,-4.763,1,0.231,0.206,7.95e-05,0.279,0.709,97.018,74,1978,56
Hopelessly Devoted To You,Olivia Newton-John,185,3,0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,72,1978,72
You And I,Rick James,152,4,0.469,0.909,10,-6.726,0,0.0389,0.135,0.000164,0.453,0.333,90.222,71,1978,72
Copacabana,Barry Manilow,236,4,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,68,1978,67
Baker Street,Gerry Rafferty,365,4,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,68,1978,69
Emotion,Samantha Sang,197,4,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,68,1978,69
Runaround Sue,Leif Garrett,171,4,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,67,1978,69
Reminiscing,Little River Band,257,4,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,67,1978,66
Love Is In The Air,John Paul Young,208,4,0.617,0.568,0,-14.255,1,0.0335,0.0429,0.000254,0.0422,0.949,122.562,66,1978,66
Miss You,The Rolling Stones,127,4,0.702,0.923,1,-5.077,0,0.295,0.21,0.0,0.06,0.687,128.021,66,1978,57
If I Can’t Have You,Yvonne Elliman,190,4,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,66,1978,72
How Much I Feel,Ambrosia,283,4,0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,65,1978,66
Still The Same,Bob Seger & The Silver Bullet Band,203,4,0.709,0.767,0,-6.732,1,0.0283,0.405,0.000172,0.0592,0.557,115.64,65,1978,65
Running On Empty,Jackson Browne,291,4,0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,65,1978,62
Goodbye Girl,David Gates,168,4,0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,64,1978,62
Here You Come Again,Dolly Parton,179,4,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,64,1978,63
Hot Blooded,Foreigner,268,4,0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,64,1978,63
Grease,Frankie Valli,207,4,0.82,0.464,11,-8.45,1,0.0481,0.156,0.0,0.101,0.872,109.374,64,1978,60
Bluer Than Blue,Michael Johnson,179,4,0.356,0.251,8,-14.24,1,0.0307,0.599,0.0,0.157,0.395,137.875,64,1978,65
Come Sail Away,Styx,367,4,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,64,1978,63
Who Are You,the Who,381,4,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,64,1978,64
You Needed Me,Anne Murray,220,4,0.497,0.296,9,-10.756,1,0.0302,0.431,0.0,0.106,0.171,62.204,63,1978,63
Sometimes When We Touch,Dan Hill,252,4,0.591,0.345,2,-11.007,1,0.0391,0.691,1.87e-06,0.0851,0.264,119.333,63,1978,63
Sweet Talkin’ Woman,Electric Light Orchestra,229,4,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,63,1978,63
Get Off,Foxy,215,4,0.78,0.407,5,-8.026,1,0.0473,0.0151,0.0,0.156,0.0558,121.937,63,1978,41
Dance With Me,Peter Brown,231,4,0.912,0.511,9,-6.365,1,0.203,0.0259,0.0,0.0442,0.611,101.628,63,1978,65
Jack And Jill,Raydio,99,4,0.519,0.0265,7,-26.128,1,0.0554,0.992,0.94,0.0986,0.523,98.47,63,1978,63
Hollywood Nights,Bob Seger & The Silver Bullet Band,302,4,0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,62,1978,62
Blue Bayou,Linda Ronstadt,239,4,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,62,1978,62
It’s So Easy,Linda Ronstadt,202,4,0.388,0.989,8,-6.181,1,0.162,0.0206,1.16e-05,0.126,0.199,150.77,62,1978,62
Peg,Steely Dan,237,4,0.778,0.441,7,-15.259,1,0.0314,0.22,0.000652,0.171,0.944,116.918,62,1978,61
Turn To Stone,Electric Light Orchestra,229,4,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,61,1978,62
Lay Down Sally,Eric Clapton,236,4,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,61,1978,61
On Broadway,George Benson,296,4,0.449,0.42,8,-9.624,1,0.356,0.631,0.0,0.0805,0.41,176.989,61,1978,52
Summer Nights,John Travolta & Olivia Newton-John,236,4,0.835,0.609,9,-5.636,1,0.0336,0.0201,1.28e-06,0.107,0.781,130.154,61,1978,70
Baby Come Back,Player,214,4,0.645,0.604,5,-9.904,0,0.118,0.0713,0.0,0.129,0.545,156.436,60,1978,71
Shadow Dancing,Andy Gibb,204,4,0.457,0.292,4,-12.165,0,0.0313,0.824,0.61,0.0924,0.139,53.986,59,1978,52
Two Out Of Three Ain’t Bad,Meat Loaf,324,4,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,59,1978,59
I Go Crazy,Paul Davis,207,4,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,58,1978,53
Got To Get You Into My Life,"Earth, Wind & Fire",149,4,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,57,1978,57
Three Times A Lady,Commodores,217,3,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503,55,1978,54
You Light Up My Life,Debby Boone,216,3,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,55,1978,55
Baby Hold On,Eddie Money,213,4,0.637,0.598,2,-13.664,1,0.0535,0.317,0.0,0.0622,0.806,120.253,55,1978,54
Kiss You All Over,Exile,214,4,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.497,102.428,55,1978,55
Double Vision,Foreigner,224,4,0.682,0.711,9,-7.637,0,0.0325,0.179,9.53e-05,0.126,0.766,129.546,55,1978,59
Our Love,Natalie Cole,125,4,0.271,0.931,1,-6.81,0,0.0785,0.00099,0.0,0.182,0.382,142.407,55,1978,33
Love Will Find A Way,Pablo Cruise,251,4,0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,55,1978,46
Slip Slidin’ Away,Paul Simon,285,4,0.641,0.409,8,-12.452,1,0.0348,0.743,2.58e-06,0.118,0.315,121.165,55,1978,54
Use Ta Be My Girl,The O’Jays,198,4,0.65,0.614,1,-7.367,1,0.0522,0.528,0.0,0.167,0.872,111.477,55,1978,54
An Everlasting Love,Andy Gibb,250,4,0.665,0.686,9,-6.542,1,0.0384,0.299,0.0,0.145,0.919,125.357,54,1978,53
The Closer I Get To You,Roberta Flack & Donny Hathaway,280,4,0.49,0.321,9,-13.283,1,0.0302,0.711,2.15e-06,0.0372,0.229,121.377,54,1978,57
Boogie Oogie Oogie,A Taste of Honey,245,4,0.797,0.548,2,-9.228,0,0.0492,0.0401,1.05e-05,0.0994,0.868,123.686,53,1978,54
Feels So Good,Chuck Mangione,582,4,0.576,0.603,5,-9.603,1,0.0329,0.455,0.0537,0.0406,0.524,103.658,51,1978,51
The Groove Line,Heatwave,264,4,0.745,0.734,11,-9.835,0,0.03,0.0801,0.00471,0.299,0.777,119.634,51,1978,51
Whenever I Call You “FRIEND”,Kenny Loggins & Stevie Nicks,237,4,0.461,0.551,0,-13.095,1,0.0345,0.114,0.0,0.11,0.689,129.716,51,1978,51
(LOVE Is) Thicker Than Water,Andy Gibb,255,4,0.582,0.462,6,-9.882,0,0.0254,0.137,4.98e-05,0.0755,0.528,96.361,50,1978,49
Macarthur Park,Donna Summer,235,4,0.579,0.667,4,-12.361,0,0.0401,0.0829,0.000616,0.0547,0.449,131.023,50,1978,57
With A Little Luck,Paul McCartney & Wings,344,4,0.652,0.372,6,-15.445,0,0.0321,0.0682,0.000199,0.0923,0.28,111.986,50,1978,49
Thunder Island,Jay Ferguson,240,4,0.497,0.718,0,-7.744,1,0.0275,0.00113,0.0606,0.544,0.792,127.79,49,1978,50
Magnet And Steel,Walter Egan,204,3,0.719,0.395,1,-9.581,0,0.0335,0.349,5.07e-05,0.0716,0.718,113.036,49,1978,49
I Love The Nightlife,Alicia Bridges,187,4,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,48,1978,48
Ebony Eyes,Bob Welch,212,4,0.698,0.676,11,-11.717,1,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,48,1978,48
Fool (IF You Think It’s Over),Chris Rea,284,4,0.722,0.412,4,-14.3,0,0.0267,0.312,2.5e-05,0.0448,0.91,105.927,48,1978,61
Serpentine Fire,"Earth, Wind & Fire",230,4,0.773,0.917,0,-7.333,1,0.037,0.184,0.00463,0.116,0.946,139.872,48,1978,48
Hot Child In The City,Nick Gilder,215,4,0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59e-05,0.127,0.818,110.775,48,1978,48
Short People,Randy Newman,176,4,0.68,0.617,2,-5.849,1,0.0378,0.731,0.0674,0.12,0.54,121.356,47,1978,46
Imaginary Lover,Atlanta Rhythm Section,307,4,0.598,0.374,9,-14.085,0,0.0259,0.383,0.548,0.128,0.413,109.499,43,1978,43
(EVERY Time I Turn Around) Back In Love Again,L.T.D.,280,4,0.824,0.636,8,-11.856,1,0.109,0.0842,0.000381,0.47,0.914,109.337,42,1978,41
Love Is Like Oxygen,Sweet,227,4,0.567,0.455,9,-9.896,0,0.0479,0.242,2.79e-06,0.118,0.58,123.416,42,1978,42
"Dance, Dance, Dance (YOWSAH, Yowsah, Yowsah)",Chic,501,4,0.85,0.665,10,-9.404,0,0.0887,0.00964,0.486,0.0886,0.718,123.166,41,1978,41
"Too Much, Too Little, Too Late",Johnny Mathis & Deniece Williams,176,4,0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,37,1978,36
What’s Your Name,Lynyrd Skynyrd,87,4,0.889,0.45,11,-6.852,0,0.0357,0.334,0.0,0.349,0.783,112.023,36,1978,59
Don’t Look Back,Boston,159,4,0.832,0.43,0,-6.163,1,0.0717,0.00145,0.0,0.16,0.205,139.952,35,1978,79
We Will Rock You/We Are The Champions,Queen,231,3,0.281,0.634,0,-5.808,1,0.0391,0.236,1.3e-05,0.0386,0.329,95.248,31,1978,20
You Can’t Turn Me Off (IN The Middle Of Turning Me On),High Inergy,212,4,0.381,0.362,0,-10.321,0,0.0501,0.695,0.0,0.0863,0.595,183.438,29,1978,32
Life’s Been Good,Joe Walsh,204,4,0.887,0.474,0,-6.667,1,0.0458,0.674,0.0,0.105,0.907,95.992,29,1978,64
Hey Deanie,Shaun Cassidy,219,4,0.624,0.769,5,-10.718,1,0.028,0.182,4.37e-06,0.331,0.96,130.184,26,1978,26
My Angel Baby,Toby Beau,207,5,0.228,0.116,9,-23.56,0,0.0435,0.965,0.944,0.152,0.0385,82.294,26,1978,28
You Never Done It Like That,Captain & Tennille,201,4,0.622,0.777,0,-6.139,1,0.0677,0.555,0.0,0.288,0.744,88.51,24,1978,23
You’re In My Heart (THE Final Acclaim),Rod Stewart,271,4,0.556,0.277,9,-13.26,1,0.0319,0.663,0.0,0.109,0.345,103.619,23,1978,57
Can’t Smile Without You,Barry Manilow,186,4,0.443,0.449,4,-9.854,0,0.0417,0.499,0.0,0.076,0.395,103.889,17,1978,62
It’s A Heartache,Bonnie Tyler,205,4,0.515,0.535,9,-11.168,1,0.0264,0.301,0.0,0.209,0.819,172.396,13,1978,50
Don’t It Make My Brown Eyes Blue,Crystal Gayle,158,4,0.587,0.237,6,-16.541,1,0.0407,0.499,1.31e-06,0.614,0.368,85.383,7,1978,61
You’re The One That I Want,John Travolta & Olivia Newton-John,244,4,0.284,0.903,5,-4.845,0,0.0876,0.00655,1.3e-05,0.178,0.145,131.28,7,1978,72
We’ll Never Have To Say Goodbye Again,England Dan & John Ford Coley,172,4,0.516,0.344,4,-14.353,1,0.0296,0.0428,0.0,0.0634,0.605,112.224,2,1978,59
Sentimental Lady,Bob Welch,275,4,0.539,0.396,4,-16.386,1,0.0378,0.777,0.000118,0.146,0.621,75.315,0,1978,56
This Time I’m In It For Love,Player,116,4,0.965,0.427,8,-19.72,1,0.105,0.883,0.905,0.105,0.966,139.996,0,1978,46
Stumblin’ In,Suzi Quatro & Chris Norman,213,4,0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,90,1979,89
Hold The Line,Toto,235,4,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,85,1979,86
September,"Earth, Wind & Fire",216,4,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,84,1979,75
My Life,Billy Joel,135,4,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,83,1979,54
I Was Made For Lovin’ You,Kiss,271,4,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,82,1979,70
Rise,Herb Alpert,161,3,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,81,1979,82
Gold,John Stewart,207,4,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,80,1979,77
Le Freak,Chic,255,4,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,78,1979,48
Boogie Wonderland,"Earth, Wind & Fire & The Emotions",288,4,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,77,1979,76
Lady,Little River Band,183,4,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,76,1979,79
Still,Commodores,246,4,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,75,1979,82
Don’t Stop ‘TIL You Get Enough,Michael Jackson,365,4,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,75,1979,75
Renegade,Styx,195,4,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,75,1979,67
What You Won’t Do For Love,Bobby Caldwell,286,4,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,74,1979,73
Good Times,Chic,169,4,0.66,0.706,5,-5.219,1,0.0291,0.092,0.0,0.129,0.453,114.991,74,1979,39
Heaven Knows,Donna Summer and Brooklyn Dreams,215,4,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,74,1979,69
Please Don’t Go,KC & the Sunshine Band,181,4,0.683,0.554,6,-7.487,0,0.05,0.379,0.00011,0.0845,0.452,85.455,74,1979,70
The Gambler,Kenny Rogers,214,4,0.668,0.501,4,-13.119,1,0.0629,0.342,0.0,0.194,0.858,87.086,74,1979,75
Lotta Love,Nicolette Larson,333,4,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,74,1979,54
What A Fool Believes,The Doobie Brothers,223,4,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,74,1979,71
Bad Girls,Donna Summer,227,4,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,72,1979,72
Born To Be Alive,Patrick Hernandez,188,4,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,72,1979,73
Fire,The Pointer Sisters,227,4,0.638,0.831,8,-5.039,1,0.049,0.142,0.0,0.113,0.649,124.071,72,1979,78
Take Me Home,Cher,174,4,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,71,1979,76
Shake It,Ian Matthews,219,4,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,71,1979,67
Da Ya Think I’m Sexy?,Rod Stewart,331,4,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,71,1979,71
The Logical Song,Supertramp,251,4,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,71,1979,48
My Sharona,The Knack,295,4,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,71,1979,71
We Are Family,Sister Sledge,216,4,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,70,1979,35
Too Much Heaven,Bee Gees,296,4,0.496,0.44,6,-13.212,1,0.0466,0.44,9.07e-05,0.725,0.353,165.917,68,1979,57
The Devil Went Down To Georgia,The Charlie Daniels Band,214,4,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127,68,1979,68
Tragedy,Bee Gees,303,4,0.665,0.532,11,-10.792,0,0.0278,0.0871,0.00993,0.296,0.825,117.954,67,1979,71
Sultans Of Swing,Dire Straits,348,4,0.725,0.801,5,-10.059,1,0.0302,0.0722,0.0339,0.339,0.925,148.211,67,1979,66
After The Love Has Gone,"Earth, Wind & Fire",278,4,0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,67,1979,66
I Want You To Want Me,Cheap Trick,191,4,0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,66,1979,48
Got To Be Real,Cheryl Lynn,307,4,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,66,1979,66
Hot Stuff,Donna Summer,314,4,0.823,0.744,0,-13.98,1,0.0316,0.0055,0.033,0.0707,0.966,120.471,66,1979,66
I Will Survive,Gloria Gaynor,198,4,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,66,1979,71
Sharing The Night Together,Dr. Hook & The Medicine Show,174,4,0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,65,1979,66
Promises,Eric Clapton,646,4,0.362,0.421,10,-11.699,1,0.0372,0.281,6.2e-05,0.0943,0.233,114.669,65,1979,65
Ooo Baby Baby,Linda Ronstadt,164,3,0.185,0.344,7,-9.378,1,0.0295,0.81,0.0,0.166,0.424,178.635,64,1979,64
Heart Of Glass,Blondie,229,4,0.77,0.654,4,-6.107,1,0.0361,0.0548,0.000498,0.0819,0.686,114.82,63,1979,63
You Decorated My Life,Kenny Rogers,218,4,0.264,0.307,7,-12.36,1,0.0341,0.662,0.0,0.101,0.153,172.546,63,1979,63
Just When I Needed You Most,Randy VanWarmer,241,4,0.583,0.313,9,-14.36,1,0.0256,0.617,0.0,0.121,0.346,96.717,63,1979,65
Y.M.C.A.,Village People,286,4,0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,63,1979,62
Heartache Tonight,Eagles,265,4,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,62,1979,38
She Believes In Me,Kenny Rogers,258,4,0.32,0.412,10,-12.472,1,0.0311,0.484,5.02e-06,0.346,0.316,142.779,62,1979,62
Ring My Bell,Anita Ward,491,4,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,61,1979,61
(OUR Love) Don’t Throw It All Away,Andy Gibb,250,4,0.349,0.337,5,-13.193,1,0.0528,0.357,6.05e-05,0.643,0.208,143.143,60,1979,58
I Just Fall In Love Again,Anne Murray,171,4,0.444,0.351,0,-9.01,1,0.0287,0.0461,1.94e-06,0.119,0.0853,132.527,60,1979,60
"Lovin’, Touchin’, Squeezin’",Journey,230,3,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,60,1979,60
"Bad Case Of Loving You (DOCTOR, Doctor)",Robert Palmer,195,4,0.671,0.829,4,-9.118,1,0.0412,0.00103,8.97e-05,0.112,0.747,145.744,60,1979,61
Love You Inside Out,Bee Gees,251,4,0.706,0.516,11,-11.037,0,0.0474,0.354,4.19e-06,0.205,0.833,94.713,59,1979,59
Lead Me On,Maxine Nightingale,127,4,0.787,0.478,5,-8.761,0,0.092,0.566,0.0,0.147,0.649,79.029,59,1979,35
Shake Your Groove Thing,Peaches & Herb,346,4,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0302,0.0735,0.93,132.574,59,1979,59
Knock On Wood,Amii Stewart,189,4,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,58,1979,58
Tusk,Fleetwood Mac,217,4,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,58,1979,55
I Just Wanna Stop,Gino Vannelli,218,4,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,58,1979,59
Every 1’S A Winner,Hot Chocolate,289,4,0.727,0.548,10,-7.393,1,0.0291,0.0621,0.516,0.133,0.929,107.826,58,1979,57
Good Girls Don’t,The Knack,215,4,0.667,0.899,8,-4.221,1,0.0515,0.0183,0.000586,0.0811,0.708,150.065,58,1979,59
New York Groove,Ace Frehley,183,4,0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085,57,1979,57
Lonesome Loser,Little River Band,241,4,0.453,0.59,0,-7.77,1,0.0248,0.0613,0.0,0.29,0.434,109.919,57,1979,57
Reunited,Peaches & Herb,345,4,0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,57,1979,57
Pop Muzik,M,228,4,0.912,0.673,2,-8.91,1,0.109,0.0995,0.0,0.103,0.123,120.157,56,1979,56
Love Takes Time,Orleans,229,4,0.403,0.338,8,-12.371,0,0.0322,0.727,0.0,0.0849,0.233,126.23,56,1979,13
I Want Your Love,Chic,413,4,0.699,0.604,9,-13.404,0,0.0359,0.0185,0.073,0.0868,0.96,114.226,55,1979,55
You Don’t Bring Me Flowers,Neil Diamond & Barbra Streisand,195,4,0.16,0.123,0,-18.111,1,0.04,0.878,2.24e-05,0.157,0.239,67.006,55,1979,54
Cruel To Be Kind,Nick Lowe,210,4,0.694,0.656,0,-10.598,1,0.026,0.0586,1.81e-06,0.0505,0.803,131.679,55,1979,55
Sail On,Commodores,240,4,0.481,0.317,1,-17.356,1,0.0455,0.413,1.1e-05,0.0786,0.435,142.417,54,1979,54
